Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'1.01000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01000';23;1;D;'MD00';          0.00;         96.67;         96.67;         96.67;          0.00;        200.00;          0.00;        200.00;        103.33;          0.00
'1.01000.457100';DRUCKWERKE;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.457950';DRUCKWERKE;AUSGABE;'01000';23;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.01000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01000';23;1;D;'MD00';          0.00;         91.80;         91.80;         91.80;          0.00;        200.00;          0.00;        200.00;        108.20;          0.00
'1.01000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     573493.10;     573493.10;     573493.10;          0.00;     667000.00;          0.00;     667000.00;      93506.90;          0.00
'1.01000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;      51282.67;      51282.67;      51282.67;          0.00;      53300.00;          0.00;      53300.00;       2017.33;          0.00
'1.01000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     121327.62;     121327.62;     121327.62;          0.00;      44400.00;          0.00;      44400.00;          0.00;      76927.62
'1.01000.560000';REISEGEBÜHREN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       1904.26;       1904.26;       1904.26;          0.00;       2100.00;          0.00;       2100.00;        195.74;          0.00
'1.01000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;S;'MD00';          0.00;       5110.20;       5110.20;       5110.20;          0.00;       5700.00;          0.00;       5700.00;        589.80;          0.00
'1.01000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       1157.96;       1157.96;       1157.96;          0.00;          0.00;          0.00;          0.00;          0.00;       1157.96
'1.01000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01000';20;0;S;'MD00';          0.00;       1761.80;       1761.80;       1761.80;          0.00;       1900.00;          0.00;       1900.00;        138.20;          0.00
'1.01000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01000';20;0;S;'MD00';          0.00;      28659.86;      28659.86;      28659.86;          0.00;       9400.00;          0.00;       9400.00;          0.00;      19259.86
'1.01000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;S;'MD00';          0.00;      49201.86;      49201.86;      49201.86;          0.00;      19500.00;          0.00;      19500.00;          0.00;      29701.86
'1.01000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;S;'MD00';          0.00;      17917.33;      17917.33;      17917.33;          0.00;      20200.00;          0.00;      20200.00;       2282.67;          0.00
'1.01000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01000';20;0;S;'MD00';          0.00;        808.00;        808.00;        808.00;          0.00;        300.00;          0.00;        300.00;          0.00;        508.00
'1.01000.600000';STROM;AUSGABE;'01000';24;1;D;'0805';        522.66;       3651.11;       4173.77;       3931.33;        242.44;       3500.00;          0.00;       3500.00;          0.00;        151.11
'1.01000.602000';WASSER;AUSGABE;'01000';24;1;D;'0805';          0.00;        292.65;        292.65;        292.65;          0.00;        300.00;          0.00;        300.00;          7.35;          0.00
'1.01000.603000';WÄRME;AUSGABE;'01000';24;1;D;'0805';          0.00;       3744.40;       3744.40;       3744.40;          0.00;       5000.00;          0.00;       5000.00;       1255.60;          0.00
'1.01000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;D;'0805';          0.00;          2.80;          2.80;          2.80;          0.00;       4000.00;          0.00;       4000.00;       3997.20;          0.00
'1.01000.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'01000';24;3;D;'MD00';          0.00;        728.70;        728.70;        728.70;          0.00;        200.00;          0.00;        200.00;          0.00;        528.70
'1.01000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;D;'0805';          0.90;       2226.62;       2227.52;       2222.90;          4.62;       1000.00;          0.00;       1000.00;          0.00;       1226.62
'1.01000.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;2;D;'0805';          0.00;         28.36;         28.36;         28.36;          0.00;       1000.00;          0.00;       1000.00;        971.64;          0.00
'1.01000.618100';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;D;'FW00';          0.00;         73.92;         73.92;         73.92;          0.00;       1500.00;          0.00;       1500.00;       1426.08;          0.00
'1.01000.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'01000';24;3;D;'MD00';          0.00;         74.13;         74.13;         74.13;          0.00;        200.00;          0.00;        200.00;        125.87;          0.00
'1.01000.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'01000';24;3;D;'MD00';          0.00;        902.29;        902.29;        902.29;          0.00;        200.00;          0.00;        200.00;          0.00;        702.29
'1.01000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'01000';24;8;D;'MD00';          0.00;         21.54;         21.54;         21.54;          0.00;        200.00;          0.00;        200.00;        178.46;          0.00
'1.01000.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'01000';24;9;D;'MD00';          0.00;        401.78;        401.78;        401.78;          0.00;        500.00;          0.00;        500.00;         98.22;          0.00
'1.01000.630000';POSTDIENSTE;AUSGABE;'01000';24;1;D;'MDPA';          0.00;        476.40;        476.40;        476.40;          0.00;        800.00;          0.00;        800.00;        323.60;          0.00
'1.01000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;D;'MD00';          0.00;        467.35;        467.35;        467.35;          0.00;       1000.00;          0.00;       1000.00;        532.65;          0.00
'1.01000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;D;'MD00';          0.00;       1522.96;       1522.96;       1509.54;         13.42;       2200.00;          0.00;       2200.00;        677.04;          0.00
'1.01000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;D;'MDPA';         33.19;        352.88;        386.07;        357.75;         28.32;        500.00;          0.00;        500.00;        147.12;          0.00
'1.01000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'01000';25;8;S;'SN21';          0.00;      17827.77;      17827.77;      17827.77;          0.00;      17900.00;          0.00;      17900.00;         72.23;          0.00
'1.01000.670000';VERSICHERUNGEN;AUSGABE;'01000';24;8;D;'0805';          0.00;        538.22;        538.22;        538.22;          0.00;        500.00;          0.00;        500.00;          0.00;         38.22
'1.01000.670100';VERSICHERUNGEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;         65.00;         65.00;         65.00;          0.00;        100.00;          0.00;        100.00;         35.00;          0.00
'1.01000.700000';MIETZINSE;AUSGABE;'01000';24;8;D;'0805';          0.00;      10892.61;      10892.61;      10892.61;          0.00;      11000.00;          0.00;      11000.00;        107.39;          0.00
'1.01000.700300';MIETZINSE LEASINGRATEN;AUSGABE;'01000';24;8;D;'0800';          0.00;      25197.64;      25197.64;      25197.64;          0.00;      26600.00;          0.00;      26600.00;       1402.36;          0.00
'1.01000.700500';MIETZINSE;AUSGABE;'01000';24;9;D;'MD00';          0.00;          9.28;          9.28;          9.28;          0.00;        100.00;          0.00;        100.00;         90.72;          0.00
'1.01000.700510';MIETZINSE GBG-MIETEN;AUSGABE;'01000';24;8;D;'0805';          0.00;       7493.31;       7493.31;       7493.31;          0.00;      50000.00;          0.00;      50000.00;      42506.69;          0.00
'1.01000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'01000';24;8;D;'0805';          0.00;       9682.60;       9682.60;       9682.60;          0.00;       6000.00;          0.00;       6000.00;          0.00;       3682.60
'1.01000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'01000';24;8;D;'0805';          0.00;         90.18;         90.18;         90.18;          0.00;       1000.00;          0.00;       1000.00;        909.82;          0.00
'1.01000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;D;'0805';          0.00;       3387.64;       3387.64;       3387.64;          0.00;       3500.00;          0.00;       3500.00;        112.36;          0.00
'1.01000.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;D;'MDPA';          0.00;        628.20;        628.20;        628.20;          0.00;          0.00;          0.00;          0.00;          0.00;        628.20
'1.01000.710110';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;9;D;'MD00';          0.00;        264.00;        264.00;        264.00;          0.00;        200.00;          0.00;        200.00;          0.00;         64.00
'1.01000.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;        700.00;        700.00;        700.00;          0.00;        800.00;          0.00;        800.00;        100.00;          0.00
'1.01000.723950';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01000';24;9;D;'MD00';          0.00;         95.00;         95.00;         95.00;          0.00;          0.00;          0.00;          0.00;          0.00;         95.00
'1.01000.726100';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01000';24;4;D;'1600';          0.00;        288.50;        288.50;        288.50;          0.00;        400.00;          0.00;        400.00;        111.50;          0.00
'1.01000.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;       7000.00;          0.00;       7000.00;       7000.00;          0.00
'1.01000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;D;'0805';         43.46;        719.81;        763.27;        720.75;         42.52;       1200.00;          0.00;       1200.00;        480.19;          0.00
'1.01000.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;D;'0805';          0.00;         46.35;         46.35;         46.35;          0.00;          0.00;          0.00;          0.00;          0.00;         46.35
'1.01000.728120';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;3;D;'0805';          0.00;         31.04;         31.04;         31.04;          0.00;          0.00;          0.00;          0.00;          0.00;         31.04
'1.01000.728240';ENTGELTE FÜR SONSTIGE LEISTUNGEN AUTOWÄSCHE;AUSGABE;'01000';24;9;D;'MDPA';          0.00;          6.90;          6.90;          6.90;          0.00;          0.00;          0.00;          0.00;          0.00;          6.90
'1.01000.728610';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;        562.56;        562.56;        330.00;        232.56;       4600.00;          0.00;       4600.00;       4037.44;          0.00
'1.01000.728700';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;D;'FW00';          0.00;      21033.48;      21033.48;      21033.48;          0.00;      17000.00;          0.00;      17000.00;          0.00;       4033.48
'1.01000.728910';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.728920';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN, SUPERVISIONEN;AUSGABE;'01000';24;9;D;'MD00';         50.00;        185.00;        235.00;        235.00;          0.00;        900.00;          0.00;        900.00;        715.00;          0.00
'1.01000.728930';ENTGELTE FÜR SONSTIGE LEISTUNGEN SUCHTPRÄVENTION;AUSGABE;'01000';24;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.01000.728950';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;D;'MD00';          0.00;       1102.78;       1102.78;       1102.78;          0.00;       8500.00;          0.00;       8500.00;       7397.22;          0.00
'1.01000.729800';SONSTIGE AUSGABEN KFA;AUSGABE;'01000';24;4;D;'0800';          0.00;      49519.24;      49519.24;      49519.24;          0.00;      52500.00;          0.00;      52500.00;       2980.76;          0.00
'1.01010.042000';AMTSAUSSTATTUNG;AUSGABE;'01010';41;3;D;'MDPA';          0.00;       1665.54;       1665.54;       1665.54;          0.00;       4000.00;          0.00;       4000.00;       2334.46;          0.00
'1.01010.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01010';41;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01010.070990';AKTIVIERUNGSFÄHIGE RECHTE EDV;AUSGABE;'01010';42;3;D;'MDIM';          0.00;         72.32;         72.32;         72.32;          0.00;          0.00;          0.00;          0.00;          0.00;         72.32
'1.01010.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01010';65;8;S;'SN21';          0.00;       1119.18;       1119.18;       1119.18;          0.00;       1100.00;          0.00;       1100.00;          0.00;         19.18
'1.01010.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01010';23;1;D;'MDPA';        208.26;       1680.96;       1889.22;       1323.05;        566.17;       4000.00;          0.00;       4000.00;       2319.04;          0.00
'1.01010.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01010';23;1;D;'0805';          0.00;        260.02;        260.02;        260.02;          0.00;       1000.00;          0.00;       1000.00;        739.98;          0.00
'1.01010.400100';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER;AUSGABE;'01010';23;1;D;'MDPA';          0.00;       1326.96;       1326.96;       1326.96;          0.00;       2000.00;          0.00;       2000.00;        673.04;          0.00
'1.01010.400400';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS HANDYS;AUSGABE;'01010';23;1;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.01010.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01010';23;3;D;'MDIM';       1301.65;       2971.97;       4273.62;       4273.62;          0.00;          0.00;          0.00;          0.00;          0.00;       2971.97
'1.01010.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'01010';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01010.403000';HANDELSWAREN;AUSGABE;'01010';23;9;D;'MDPA';        200.00;       2200.00;       2400.00;       2200.00;        200.00;       2500.00;          0.00;       2500.00;        300.00;          0.00
'1.01010.403100';HANDELSWAREN;AUSGABE;'01010';23;9;D;'MDPA';          0.00;        174.06;        174.06;        174.06;          0.00;       1100.00;          0.00;       1100.00;        925.94;          0.00
